ab-Eva;ab-Jasmijn;ab-Mads;ab-Koen;ab-Nicco;ab-model;flLT-AF;flLT-CE;flLT-HA;flLT-HP;flLT-FA;flLT-AT;flRT-FA;flRT-AT;flRT-AF;flRT-CE;flRT-HA;flRT-HP
0,163261756;0,102462031;0,113346703;0,040908191;0,031880688;0,031666517;;;;;;;;;;;;
0,162949204;0,102359854;0,114216782;0,04091078;0,031601451;0,03149144;;;;;;;;;;;;
0,16267395;0,101739153;0,113465317;0,041061666;0,031511817;0,031872611;;;;;;;;;;;;
0,16248481;0,10207957;0,11355561;0,040614165;0,031895678;0,031466335;;;;;;;;;;;;
0,162330851;0,102073737;0,11312715;0,040243566;0,032019053;0,032147005;;;;;;;;;;;;
0,16209881;0,101788692;0,1134912;0,040372007;0,031918716;0,03177448;;;;;;;;;;;;
0,162417904;0,102615573;0,113572627;0,041099738;0,031490967;0,031381626;;;;;;;;;;;;
0,162144944;0,101936035;0,113240488;0,040443968;0,031318579;0,031784564;;;;;;;;;;;;
0,162187591;0,102476224;0,113458663;0,040145285;0,031614285;0,031701516;;;;;;;;;;;;
0,161717325;0,101652749;0,113422126;0,040378284;0,031633772;0,031703077;;;;;;;;;;;;
0,16235967;0,102533057;0,113199942;0,040162493;0,03209547;0,031875119;;;;;;;;;;;;
0,161839381;0,102318898;0,113235518;0,04031352;0,031477191;0,031136384;;;;;;;;;;;;
0,162290067;0,102582589;0,113489717;0,039673086;0,031558689;0,031513624;;;;;;;;;;;;
0,162100986;0,103073068;0,113584764;0,040805925;0,03156618;0,031460021;;;;;;;;;;;;
0,162107796;0,102978692;0,113588192;0,040266767;0,031395178;0,032032344;;;;;;;;;;;;
0,162766382;0,103161596;0,114402495;0,040833678;0,031567458;0,031924874;;;;;;;;;;;;
0,162184045;0,103366517;0,11393483;0,040241491;0,031758912;0,032400992;;;;;;;;;;;;
0,162367791;0,102888301;0,113898456;0,040332038;0,031924319;0,031797431;;;;;;;;;;;;
0,163129419;0,104504079;0,114655495;0,041096326;0,031862583;0,032229774;;;;;;;;;;;;
0,163171485;0,104081087;0,114782423;0,040850654;0,031938024;0,032204293;;;;;;;;;;;;
0,163496986;0,104333542;0,115167737;0,041237228;0,031775426;0,032473069;;;;;;;;;;;;
0,163572133;0,104760759;0,114867128;0,04102505;0,031871803;0,031887989;;;;;;;;;;;;
0,163480058;0,104589038;0,11526683;0,040751018;0,03180718;0,032579727;;;;;;;;;;;;
0,163275525;0,104387134;0,115238816;0,04098431;0,032046866;0,032250937;;;;;;;;;;;;
0,16393131;0,105700985;0,115561299;0,041327953;0,03266054;0,032906227;;;;;;;;;;;;
0,164321259;0,105642781;0,115624271;0,041324481;0,032100488;0,032145947;;;;;;;;;;;;
0,164232865;0,105787143;0,116022945;0,041202988;0,032318749;0,032505039;;;;;;;;;;;;
0,164565116;0,106134675;0,115820184;0,041563667;0,032321483;0,032418117;;;;;;;;;;;;
0,163907304;0,106118716;0,115841039;0,041542616;0,032534108;0,032538239;;;;;;;;;;;;
0,164188668;0,105517276;0,116198912;0,041301619;0,032450084;0,032654457;;;;;;;;;;;;
0,164609537;0,106181875;0,116557524;0,041516725;0,032488246;0,032318916;;;;;;;;;;;;
0,164661512;0,105879158;0,116331436;0,041649275;0,032292258;0,033092741;;;;;;;;;;;;
0,164702803;0,106464297;0,116350822;0,041666541;0,032436918;0,032948475;;;;;;;;;;;;
0,164905369;0,107171372;0,117088832;0,04170404;0,032438342;0,032719906;;;;;;;;;;;;
0,164766729;0,106779374;0,116617046;0,041849617;0,032644186;0,032916922;;;;;;;;;;;;
0,165244743;0,10688746;0,116627306;0,041087646;0,03252906;0,033230539;;;;;;;;;;;;
0,165474042;0,107295893;0,116764262;0,041883282;0,032313172;0,03272102;;;;;;;;;;;;
0,165193126;0,107390486;0,117239833;0,041471239;0,032730233;0,033065617;;;;;;;;;;;;
0,165526867;0,107762039;0,117280491;0,0420462;0,032189518;0,03310978;;;;;;;;;;;;
0,165701032;0,107639037;0,117987268;0,042051304;0,032764036;0,032994643;;;;;;;;;;;;
0,165379509;0,107821159;0,116955772;0,042082448;0,032690153;0,032670002;;;;;;;;;;;;
0,165364698;0,108628131;0,117732868;0,0427301;0,032968249;0,03294725;;;;;;;;;;;;
0,165890396;0,108310953;0,117951706;0,042372819;0,033048213;0,033471741;;;;;;;;;;;;
0,166009545;0,10799028;0,118404239;0,042463638;0,032726102;0,033403356;;;;;;;;;;;;
0,166501001;0,108354367;0,118259288;0,042704966;0,032710638;0,03314437;;;;;;;;;;;;
0,166683197;0,109364808;0,11899446;0,043097913;0,033085924;0,033106625;;;;;;;;;;;;
0,167157054;0,109266393;0,118965112;0,043057151;0,033380207;0,033719704;;;;;;;;;;;;
0,167844564;0,10942775;0,119889036;0,043350205;0,033107631;0,033428989;;;;;;;;;;;;
0,167566121;0,110090263;0,119440064;0,043345172;0,0333432;0,033695504;;;;;;;;;;;;
0,167656973;0,110246092;0,120129004;0,043279588;0,033810969;0,033428542;;;;;;;;;;;;
0,168723181;0,110623233;0,12047144;0,043854859;0,033694163;0,033945806;;;;;;;;;;;;
0,168726414;0,110551573;0,120642006;0,043744076;0,03374894;0,034110785;;;;;;;;;;;;
0,168462589;0,110993475;0,121152848;0,043523718;0,034025475;0,03406439;;;;;;;;;;;;
0,169366866;0,111768164;0,122272469;0,044462375;0,034576163;0,034204993;;;;;;;;;;;;
0,169813767;0,111909725;0,12218751;0,044195965;0,034696795;0,034754224;;;;;;;;;;;;
0,170386002;0,112875909;0,123016566;0,044702638;0,034769647;0,034734789;;;;;;;;;;;;
0,171422169;0,112779111;0,123583704;0,044883121;0,034540787;0,034777667;;;;;;;;;;;;
0,172217056;0,113597609;0,124241583;0,045511339;0,034636069;0,034721136;;;;;;;;;;;;
0,172610477;0,114236482;0,124856941;0,04547653;0,034933567;0,034945097;;;;;;;;;;;;
0,173799217;0,114783064;0,125711277;0,045897681;0,035743121;0,035235252;;;;;;;;;;;;
0,174220845;0,115527429;0,126821727;0,046614654;0,035202492;0,035123393;;;;;;;;;;;;
0,175354049;0,11636246;0,127410963;0,047105432;0,035392072;0,03501207;;;;;;;;;;;;
0,176564395;0,116788209;0,128309846;0,047935043;0,035962887;0,035819437;;;;;;;;;;;;
0,177254528;0,117060527;0,129147306;0,048417941;0,036153026;0,035572942;;;;;;;;;;;;
0,17852518;0,11880932;0,130301803;0,04883958;0,036096875;0,036481377;;;;;;;;;;;;
0,179965988;0,119342029;0,131086081;0,04940147;0,036411505;0,036849707;;;;;;;;;;;;
0,181211442;0,120279595;0,132236496;0,050324243;0,037452381;0,037196271;;;;;;;;;;;;
0,182691589;0,121602289;0,134381875;0,051442377;0,037905648;0,037359528;;;;;;;;;;;;
0,184297517;0,12225686;0,135426685;0,051587552;0,038136795;0,037675496;;;;;;;;;;;;
0,184835807;0,123278655;0,135756314;0,05211781;0,038391992;0,038319323;;;;;;;;;;;;
0,186876163;0,124298103;0,137037277;0,052325405;0,038238917;0,038287714;;;;;;;;;;;;
0,189120874;0,125902563;0,138877258;0,053900354;0,038679395;0,038790192;;;;;;;;;;;;
0,190394908;0,12725015;0,141050249;0,05497662;0,039610069;0,039618406;;;;;;;;;;;;
0,192818269;0,128415719;0,142595977;0,055736829;0,039949421;0,039618973;;;;;;;;;;;;
0,194895834;0,129847124;0,144258902;0,056784559;0,040345047;0,039885286;;;;;;;;;;;;
0,19670032;0,131286264;0,146430045;0,057994433;0,041097634;0,040980585;;;;;;;;;;;;
0,199692309;0,133001775;0,148589477;0,059309393;0,041375615;0,041476537;;;;;;;;;;;;
0,202456117;0,135246292;0,150846511;0,060999636;0,042529467;0,041670531;;;;;;;;;;;;
0,20342043;0,136596993;0,151487783;0,061084636;0,043141078;0,04262723;;;;;;;;;;;;
0,206489936;0,137951836;0,15425013;0,062614217;0,043310076;0,043142766;;;;;;;;;;;;
0,209765077;0,140037715;0,156741843;0,064509645;0,043802828;0,043768298;;;;;;;;;;;;
0,212508798;0,14226076;0,159205794;0,06564758;0,044741116;0,04442418;;;;;;;;;;;;
0,215136141;0,144215062;0,161344424;0,06699653;0,045794521;0,04575434;;;;;;;;;;;;
0,218934193;0,146490514;0,164544359;0,06894438;0,046293441;0,046312537;;;;;;;;;;;;
0,221708283;0,148183063;0,166867912;0,070333116;0,046492565;0,046491127;;;;;;;;;;;;
0,224906981;0,150763646;0,169403195;0,071824454;0,047706943;0,047741614;;;;;;;;;;;;
0,228472948;0,152917832;0,171886191;0,073209271;0,048558082;0,048501756;;;;;;;;;;;;
0,232456297;0,155620158;0,175380215;0,075400598;0,049477935;0,048880339;;;;;;;;;;;;
0,235328287;0,158056811;0,177412346;0,076376356;0,050497279;0,050211161;;;;;;;;;;;;
0,23966302;0,160140395;0,18065843;0,07916265;0,051705834;0,05121994;;;;;;;;;;;;
0,243810222;0,163391277;0,184196949;0,080766536;0,052677881;0,052147757;;;;;;;;;;;;
0,248123944;0,16594483;0,187792093;0,082959138;0,053171963;0,0526415;;;;;;;;;;;;
0,252399564;0,169252425;0,191166073;0,085029013;0,054586582;0,054133669;;;;;;;;;;;;
0,256389856;0,171853274;0,194477752;0,086969212;0,055562105;0,055367805;;;;;;;;;;;;
0,261296034;0,174496979;0,197056398;0,089066274;0,056939501;0,056494419;;;;;;;;;;;;
0,2663562;0,178050429;0,201291531;0,091403522;0,057878092;0,057457369;;;;;;;;;;;;
0,27120167;0,18102701;0,205202416;0,094251871;0,059064448;0,058241736;;;;;;;;;;;;
0,276744187;0,184270337;0,209547445;0,096724764;0,060360108;0,059719384;;;;;;;;;;;;
0,281257689;0,187614217;0,213277638;0,098641403;0,061319068;0,060877904;;;;;;;;;;;;
0,286729813;0,191795349;0,216625929;0,101425849;0,062982358;0,061928395;;;;;;;;;;;;
0,292494565;0,195173264;0,220430046;0,10420391;0,063717514;0,063364051;;;;;;;;;;;;
0,297980994;0,198554277;0,224832609;0,106533766;0,065333195;0,064591974;;;;;;;;;;;;
0,302973241;0,20220983;0,229095534;0,108974025;0,066744126;0,065887928;;;;;;;;;;;;
0,309755772;0,206478566;0,233879224;0,111903928;0,067966394;0,067210063;;;;;;;;;;;;
0,315206796;0,209235355;0,237000465;0,114965268;0,06954959;0,068963282;;;;;;;;;;;;
0,321964711;0,213917226;0,242099196;0,118228637;0,071026072;0,070075639;;;;;;;;;;;;
0,327626169;0,217350602;0,246224985;0,120720409;0,072513007;0,072055012;;;;;;;;;;;;
0,333840936;0,221599475;0,250164032;0,123433165;0,07400348;0,07332053;;;;;;;;;;;;
0,34012425;0,225804418;0,254715741;0,126690328;0,075673029;0,075013511;;;;;;;;;;;;
0,347439647;0,230438829;0,25927487;0,12999846;0,077211328;0,0764274;;;;;;;;;;;;
0,353913367;0,234349951;0,263720483;0,133366838;0,079377338;0,078318529;;;;;;;;;;;;
0,360586733;0,238398716;0,268802553;0,136384934;0,081120037;0,079793878;;;;;;;;;;;;
0,367602617;0,242716059;0,273637056;0,139360279;0,08248584;0,081050552;;;;;;;;;;;;
0,375358075;0,247539222;0,278504849;0,142632067;0,083841763;0,082809292;;;;;;;;;;;;
0,381583184;0,251923144;0,283382207;0,1463902;0,085766084;0,08464665;;;;;;;;;;;;
0,38893649;0,256633133;0,288731545;0,150132507;0,087392218;0,086123966;;;;;;;;;;;;
0,395932913;0,260496348;0,292919248;0,153553516;0,089350499;0,088276923;;;;;;;;;;;;
0,40284574;0,265928596;0,297986567;0,156396642;0,091553494;0,090192564;;;;;;;;;;;;
0,409698665;0,270287931;0,30271098;0,160272658;0,093521133;0,091872416;;;;;;;;;;;;
0,417919755;0,275176019;0,308735967;0,164446101;0,095403343;0,094116561;;;;;;;;;;;;
0,425344467;0,280905724;0,313115865;0,168302864;0,09708561;0,095672578;;;;;;;;;;;;
0,432533175;0,284993887;0,317964047;0,171018213;0,099844985;0,098041564;;;;;;;;;;;;
0,439954519;0,28943342;0,322672188;0,175231844;0,101230569;0,099585518;;;;;;;;;;;;
0,447019845;0,294474751;0,327754349;0,179262504;0,103664592;0,101318687;;;;;;;;;;;;
0,454953104;0,299024522;0,332843483;0,182524785;0,105231315;0,103386842;;;;;;;;;;;;
0,463783801;0,304899067;0,338727802;0,186630592;0,107415088;0,105225571;;;;;;;;;;;;
0,470576972;0,309161365;0,343418121;0,19066675;0,109738618;0,107311435;;;;;;;;;;;;
0,478155643;0,313882768;0,348636031;0,194861934;0,11226327;0,109636851;;;;;;;;;;;;
0,486030519;0,319020569;0,353049278;0,197885022;0,113936715;0,111605704;;;;;;;;;;;;
0,493126094;0,323486447;0,357775986;0,202224717;0,115977168;0,113310315;;;;;;;;;;;;
0,501060784;0,328662902;0,363073766;0,206095815;0,118432835;0,115477644;;;;;;;;;;;;
0,508020818;0,333555371;0,367895752;0,210047171;0,120433077;0,117635958;;;;;;;;;;;;
0,515539408;0,338382334;0,372652739;0,213986874;0,123348147;0,119598739;;;;;;;;;;;;
0,522798598;0,34349519;0,377771974;0,217879668;0,125545725;0,121956788;;;;;;;;;;;;
0,530052722;0,348289162;0,382709652;0,221593618;0,127694517;0,124258846;;;;;;;;;;;;
0,53734827;0,353193939;0,388142109;0,225760236;0,129938096;0,126304492;;;;;;;;;;;;
0,544759274;0,357605696;0,391758084;0,229646012;0,131487593;0,127727166;;;;;;;;;;;;
0,551828086;0,362924039;0,396496683;0,233553603;0,134301096;0,129806697;;;;;;;;;;;;
0,558566392;0,367405444;0,401883453;0,237119272;0,1365771;0,132397071;;;;;;;;;;;;
0,565567374;0,372733116;0,40607512;0,241688505;0,138515934;0,13431327;;;;;;;;;;;;
0,572759748;0,376751572;0,410589397;0,244693235;0,141147122;0,13581188;;;;;;;;;;;;
0,578956664;0,381148189;0,415489227;0,248637229;0,143367589;0,138402104;;;;;;;;;;;;
0,58639133;0,385292441;0,419708997;0,251984179;0,145191461;0,140413612;;;;;;;;;;;;
0,591754735;0,390141159;0,423565894;0,255860567;0,147748455;0,141808778;;;;;;;;;;;;
0,598013997;0,393951953;0,427991152;0,259854138;0,149960592;0,144438207;;;;;;;;;;;;
0,603665888;0,39878425;0,432015508;0,262877703;0,15185304;0,145273119;;;;;;;;;;;;
0,610138416;0,402405769;0,436142951;0,26649943;0,154007018;0,147592828;;;;;;;;;;;;
0,615785778;0,406822354;0,439781457;0,269444227;0,155817926;0,149508134;;;;;;;;;;;;
0,622273266;0,4106794;0,443426937;0,273169547;0,157912672;0,151458949;;;;;;;;;;;;
0,627254188;0,415061712;0,447423458;0,276418895;0,160492927;0,153872222;;;;;;;;;;;;
0,632078171;0,418847919;0,450714827;0,279719591;0,162443116;0,155367389;;;;;;;;;;;;
0,636720896;0,422331065;0,453428954;0,282431454;0,163942531;0,156365067;;;;;;;;;;;;
0,642735064;0,426383376;0,457480043;0,285107017;0,165978596;0,158753932;;;;;;;;;;;;
0,6471591;0,430007339;0,460775256;0,288911134;0,167647183;0,159706548;;;;;;;;;;;;
0,650958836;0,432988405;0,463454217;0,290852428;0,170184284;0,161743388;;;;;;;;;;;;
0,656034052;0,435790896;0,466957122;0,294105947;0,171503842;0,162801936;;;;;;;;;;;;
0,660669625;0,43940264;0,470092505;0,296786338;0,174009502;0,164919823;;;;;;;;;;;;
0,663969219;0,442201614;0,473510355;0,299507409;0,175172523;0,166398361;;;;;;;;;;;;
0,668208182;0,445343643;0,475057244;0,301506758;0,177290261;0,167465195;;;;;;;;;;;;
0,671407878;0,447940677;0,477882147;0,304102749;0,178216726;0,168545306;;;;;;;;;;;;
0,675202131;0,450009465;0,480824143;0,306693226;0,180646077;0,170299411;;;;;;;;;;;;
0,678395152;0,452479661;0,483253121;0,308849752;0,181380183;0,171605483;;;;;;;;;;;;
0,6812343;0,45448488;0,485482305;0,311002463;0,183144525;0,172603577;;;;;;;;;;;;
0,684313893;0,456457734;0,487787902;0,313040197;0,18388018;0,173808098;;;;;;;;;;;;
0,687618136;0,459168196;0,489974856;0,315069288;0,185412407;0,174547121;;;;;;;;;;;;
0,69040364;0,460644573;0,492310613;0,316995263;0,186953783;0,176067948;;;;;;;;;;;;
0,691880941;0,462466031;0,494302392;0,318693906;0,188848123;0,177122682;;;;;;;;;;;;
0,695190609;0,463830471;0,49609074;0,32022047;0,189867899;0,178270936;;;;;;;;;;;;
0,697395086;0,46518594;0,497349292;0,32237792;0,190069422;0,178734824;;;;;;;;;;;;
0,699492395;0,467752844;0,499449492;0,323576003;0,191677198;0,180346832;;;;;;;;;;;;
0,700264275;0,468373805;0,500678957;0,32542026;0,192439675;0,180749834;;;;;;;;;;;;
0,701968908;0,469388157;0,502305746;0,325921863;0,192678988;0,180893421;;;;;;;;;;;;
0,703782797;0,470611125;0,503861666;0,327106357;0,194435343;0,182447791;;;;;;;;;;;;
0,704266608;0,471617699;0,505577564;0,328863323;0,194420964;0,182829052;;;;;;;;;;;;
0,706366956;0,472447008;0,505664945;0,329005629;0,195608422;0,184055507;;;;;;;;;;;;
0,70727849;0,473105729;0,507169902;0,330408722;0,195795775;0,184456468;;;;;;;;;;;;
0,708913684;0,473820865;0,507914245;0,331110805;0,196618006;0,184823006;;;;;;;;;;;;
0,709345937;0,475037664;0,509566486;0,332012266;0,196747348;0,185836807;;;;;;;;;;;;
0,710182548;0,475417346;0,509602189;0,332663268;0,197741821;0,186507478;;;;;;;;;;;;
0,71029681;0,475410521;0,509849787;0,333709151;0,198268592;0,186615706;;;;;;;;;;;;
0,711788774;0,477132201;0,512029946;0,334064215;0,198736161;0,187845588;;;;;;;;;;;;
0,711855352;0,477026671;0,512310028;0,33398962;0,198830009;0,187878296;;;;;;;;;;;;
0,713185191;0,478313804;0,51368171;0,33506009;0,199256122;0,188562229;;;;;;;;;;;;
0,71288836;0,47796157;0,513625443;0,335739732;0,199573934;0,189135283;;;;;;;;;;;;
0,714137077;0,478219509;0,515058041;0,336064518;0,199975818;0,189869776;;;;;;;;;;;;
0,714266717;0,479786962;0,515131474;0,336877734;0,200835839;0,190440297;;;;;;;;;;;;
0,714815617;0,47888124;0,515221715;0,336921245;0,200831771;0,191308081;;;;;;;;;;;;
0,715040505;0,479985297;0,516397059;0,337750405;0,201184064;0,191599608;;;;;;;;;;;;
0,715422094;0,480858833;0,516811609;0,338368326;0,201645553;0,192543387;;;;;;;;;;;;
0,715829432;0,48148948;0,517780244;0,338551879;0,201839894;0,193093374;;;;;;;;;;;;
0,716831207;0,481907725;0,518401444;0,339866638;0,202123538;0,193387792;;;;;;;;;;;;
0,717137814;0,482823908;0,519127846;0,339829445;0,202399433;0,194797561;;;;;;;;;;;;
0,717213333;0,483276218;0,519605756;0,340185016;0,202559069;0,194644511;;;;;;;;;;;;
0,718192816;0,484555572;0,520992577;0,341483563;0,203082964;0,195261523;;;;;;;;;;;;
0,719177425;0,485252649;0,521725416;0,342009753;0,203621268;0,196318373;;;;;;;;;;;;
0,719230175;0,486016572;0,522300363;0,3429344;0,204303786;0,197437257;;;;;;;;;;;;
0,720464289;0,486786276;0,523095191;0,34348166;0,204455137;0,198053509;;;;;;;;;;;;
0,720771134;0,487700105;0,523622096;0,344785839;0,204935551;0,198767126;;;;;;;;;;;;
0,721268654;0,487974495;0,524391174;0,345167756;0,205661416;0,199968115;;;;;;;;;;;;
0,722871363;0,489624113;0,525548756;0,34640488;0,205817148;0,20007363;;;;;;;;;;;;
0,723047376;0,490609795;0,527027667;0,34681508;0,206792876;0,201104626;;;;;;;;;;;;
0,724002004;0,491479754;0,527948022;0,347516507;0,207050204;0,201829642;;;;;;;;;;;;
0,723591268;0,492781907;0,527830243;0,3486619;0,207347646;0,20261313;;;;;;;;;;;;
0,725387454;0,493275791;0,529603422;0,349137038;0,207554072;0,203396693;;;;;;;;;;;;
0,725114465;0,494807214;0,529355288;0,349691898;0,208308667;0,203761905;;;;;;;;;;;;
0,72600174;0,494893462;0,530065119;0,350415707;0,208669588;0,20413357;;;;;;;;;;;;
0,727054358;0,495477498;0,530620694;0,351167858;0,208834067;0,205328196;;;;;;;;;;;;
0,727707148;0,495880127;0,53133291;0,351285398;0,209784418;0,205820933;;;;;;;;;;;;
0,727826953;0,497074008;0,531217396;0,351604939;0,209539846;0,206053048;;;;;;;;;;;;
0,727587462;0,497124463;0,531805575;0,352263629;0,20961152;0,20670262;;;;;;;;;;;;
0,727894187;0,498353034;0,532452345;0,352852255;0,209772408;0,207233369;;;;;;;;;;;;
0,728223503;0,498590261;0,531833053;0,352656126;0,210092232;0,20693925;;;;;;;;;;;;
0,728856742;0,499558508;0,532444835;0,352938414;0,209721267;0,207418338;;;;;;;;;;;;
0,728099465;0,49947983;0,53190881;0,352369577;0,210129514;0,207429439;;;;;;;;;;;;
0,727781713;0,498613447;0,530983508;0,352136076;0,209677294;0,207534745;;;;;;;;;;;;
0,728232622;0,500036478;0,532230794;0,352360874;0,209870279;0,207654029;;;;;;;;;;;;
0,726938486;0,499750316;0,530653834;0,352037668;0,210011825;0,207860395;;;;;;;;;;;;
0,727456152;0,500229657;0,53114605;0,351979077;0,209290892;0,207882658;;;;;;;;;;;;
0,727820575;0,500916302;0,530755699;0,351496458;0,209678769;0,208211988;;;;;;;;;;;;
0,726892591;0,500159323;0,530698538;0,351505071;0,209546179;0,207961664;;;;;;;;;;;;
0,727421999;0,500569105;0,530362904;0,351228565;0,209278062;0,207644463;;;;;;;;;;;;
0,727072716;0,499952287;0,529615223;0,350169927;0,209349409;0,207749575;;;;;;;;;;;;
0,726069629;0,499106586;0,528634429;0,349567652;0,209069476;0,207279801;;;;;;;;;;;;
0,725691736;0,498968095;0,528014481;0,34903118;0,209129557;0,20776014;;;;;;;;;;;;
0,725702524;0,499105156;0,528301358;0,349277943;0,208525896;0,207339764;;;;;;;;;;;;
0,725065112;0,499533445;0,528251648;0,349001348;0,20862259;0,2069287;;;;;;;;;;;;
0,725839496;0,499068022;0,527790368;0,348128408;0,208024517;0,20599094;;;;;;;;;;;;
0,725363076;0,49895379;0,527553558;0,34832266;0,207670063;0,205971733;;;;;;;;;;;;
0,723482132;0,497443348;0,526217222;0,346677214;0,207126588;0,205847874;;;;;;;;;;;;
0,723495781;0,497742862;0,525761187;0,346727669;0,207410693;0,205544755;;;;;;;;;;;;
0,722153008;0,498183996;0,525379658;0,346630812;0,206644416;0,204741687;;;;;;;;;;;;
0,722041249;0,497519463;0,52489984;0,345535308;0,207542852;0,205010295;;;;;;;;;;;;
0,722149789;0,497791141;0,524528742;0,346164465;0,206458941;0,204994112;;;;;;;;;;;;
0,721876681;0,496676773;0,523446083;0,345155567;0,206776246;0,204368815;;;;;;;;;;;;
0,721600354;0,496564925;0,52373755;0,345278502;0,20674628;0,203989044;;;;;;;;;;;;
0,721378744;0,496074796;0,52298671;0,344978362;0,206103563;0,203424484;;;;;;;;;;;;
0,721217454;0,496540487;0,523644269;0,344628692;0,206443533;0,204010695;;;;;;;;;;;;
0,721411228;0,496889502;0,523501098;0,343907327;0,206106603;0,202970386;;;;;;;;;;;;
0,720422268;0,495598972;0,522918463;0,34355849;0,206284761;0,203041151;;;;;;;;;;;;
0,720617473;0,496292114;0,522738874;0,343546718;0,206009492;0,202905044;;;;;;;;;;;;
0,720310867;0,496531695;0,521842897;0,343308389;0,206289038;0,202666804;;;;;;;;;;;;
0,719722152;0,496426225;0,522298515;0,343710929;0,205978513;0,202786684;;;;;;;;;;;;
0,719246328;0,496115804;0,521689057;0,343440414;0,206289917;0,202898845;;;;;;;;;;;;
0,720113277;0,496803105;0,522660434;0,343562931;0,206081048;0,202935323;;;;;;;;;;;;
0,719918132;0,497005165;0,522307694;0,343540371;0,206808284;0,202391923;;;;;;;;;;;;
0,719918549;0,49721694;0,522567749;0,343555868;0,206665248;0,2033474;;;;;;;;;;;;
0,720792592;0,498032123;0,5239591;0,344096065;0,206786618;0,203423321;;;;;;;;;;;;
0,721017778;0,498451948;0,523356617;0,344901174;0,207614481;0,204577968;;;;;;;;;;;;
0,720635951;0,498754025;0,524459243;0,345001757;0,208099827;0,204844564;;;;;;;;;;;;
0,722220421;0,499723256;0,525628209;0,345698625;0,208650753;0,204630554;;;;;;;;;;;;
0,722122073;0,500036538;0,526137054;0,346186161;0,209275514;0,205356225;;;;;;;;;;;;
0,722991884;0,501981497;0,527266979;0,347494036;0,209622726;0,206158742;;;;;;;;;;;;
0,723801136;0,503188729;0,52721405;0,348198384;0,210411057;0,207064882;;;;;;;;;;;;
0,726224005;0,504617274;0,529799819;0,349746943;0,211422518;0,208339572;;;;;;;;;;;;
0,726494432;0,505799711;0,53011322;0,349767715;0,211643666;0,209148333;;;;;;;;;;;;
0,727787018;0,507090509;0,532810211;0,35227406;0,213277385;0,210957974;;;;;;;;;;;;
0,729057849;0,509645462;0,533945262;0,353495687;0,214304939;0,212708652;;;;;;;;;;;;
0,731448352;0,511182666;0,535759151;0,355721235;0,215336695;0,213831961;;;;;;;;;;;;
0,732592106;0,513186276;0,538312912;0,358315796;0,215709716;0,215485558;;;;;;;;;;;;
0,735133827;0,515288115;0,540619314;0,359839737;0,218324199;0,218071654;;;;;;;;;;;;
0,735949397;0,517583191;0,542829037;0,362897933;0,219174027;0,219940305;;;;;;;;;;;;
0,737769246;0,519924343;0,54460305;0,365273148;0,221473113;0,222021505;;;;;;;;;;;;
0,739792049;0,521304846;0,547217131;0,367356241;0,222152397;0,223874062;;;;;;;;;;;;
0,742091894;0,525007427;0,549327314;0,370393783;0,224772796;0,226561517;;;;;;;;;;;;
0,745054841;0,527735412;0,551953256;0,372930527;0,226213574;0,229051545;;;;;;;;;;;;
0,747242868;0,530844331;0,554821849;0,374988347;0,228093147;0,231143564;;;;;;;;;;;;
0,749093294;0,533528566;0,557776153;0,379348308;0,23017782;0,234919846;;;;;;;;;;;;
0,751499593;0,5362643;0,560822427;0,382247984;0,232011288;0,237150013;;;;;;;;;;;;
0,754450321;0,539114595;0,563153029;0,385441482;0,234232575;0,240029782;;;;;;;;;;;;
0,756584585;0,542331994;0,56670177;0,388931185;0,236094415;0,243178025;;;;;;;;;;;;
0,760581672;0,545554638;0,570377052;0,391606808;0,237805948;0,245651737;;;;;;;;;;;;
0,762455642;0,548888922;0,572960138;0,395301193;0,240317538;0,248760864;;;;;;;;;;;;
0,763941586;0,551076233;0,575740516;0,398248166;0,242235094;0,251232982;;;;;;;;;;;;
0,766593099;0,554850757;0,577889204;0,402025968;0,244780153;0,254784584;;;;;;;;;;;;
0,769728839;0,55777055;0,581230521;0,405423909;0,246725977;0,257392317;;;;;;;;;;;;
0,771884501;0,559223115;0,5836308;0,409622252;0,248863518;0,260344088;;;;;;;;;;;;
0,774031282;0,562851489;0,586401939;0,411536217;0,250808835;0,263273329;;;;;;;;;;;;
0,776005328;0,566187322;0,590127528;0,4152385;0,252528489;0,266012549;;;;;;;;;;;;
0,778057456;0,56878674;0,591835976;0,418217599;0,255682528;0,269323885;;;;;;;;;;;;
0,77977252;0,570232451;0,594013035;0,420920491;0,257356912;0,271307439;;;;;;;;;;;;
0,781995773;0,57314682;0,596298754;0,423595309;0,258563936;0,273975015;;;;;;;;;;;;
0,78447777;0,575969398;0,598438799;0,426476926;0,260691345;0,27597782;;;;;;;;;;;;
0,786146045;0,577622175;0,600618124;0,428586364;0,262886196;0,2789011;;;;;;;;;;;;
0,787803829;0,580012679;0,602033913;0,431988001;0,265082449;0,281066567;;;;;;;;;;;;
0,789176285;0,581485331;0,604664207;0,434005857;0,265843093;0,282786846;;;;;;;;;;;;
0,79002893;0,58285898;0,606120467;0,436353743;0,266620606;0,285181224;;;;;;;;;;;;
0,791744471;0,585620284;0,608654976;0,438304752;0,2684367;0,285825014;;;;;;;;;;;;
0,792700291;0,586568654;0,609312475;0,440107673;0,269767463;0,28821972;;;;;;;;;;;;
0,794063687;0,587892532;0,610604048;0,441250861;0,270679057;0,289659143;;;;;;;;;;;;
